"Order ID","Order Date","Ship Date","Ship Mode",Region,"Postal Code","Customer ID",Sales,Quantity,Discount,Profit
CA-2015-141768,5/25/2015,5/27/2015,"Second Class",West,94109,NP-18685,14.73,3,0,4.86
CA-2016-112109,7/8/2016,7/12/2016,"Standard Class",West,80020,JE-15715,725.07,16,1.8,53.89
CA-2017-144064,8/29/2017,9/1/2017,"First Class",Central,62301,CP-12085,78.04,15,1.2,14.98
CA-2016-108581,6/20/2016,6/26/2016,"Standard Class",Central,75007,EA-14035,106.34,6,0.4,30.02
CA-2017-157987,9/2/2017,9/6/2017,"Standard Class",East,10009,AC-10615,2255.87,40,0.7,297.82
CA-2017-110905,9/10/2017,9/15/2017,"Second Class",Central,65807,RW-19690,808.92,30,0,125.31
CA-2017-165841,12/21/2017,12/28/2017,"Standard Class",East,7501,DB-13210,448.41,6,0,158.84
CA-2017-117485,9/23/2017,9/29/2017,"Standard Class",Central,74133,BD-11320,291.96,4,0,102.19
CA-2017-140242,5/6/2017,5/11/2017,"Standard Class",Central,60623,ML-17755,415.15,10,0.4,77.28
CA-2014-148950,12/14/2014,12/19/2014,"Standard Class",Central,60610,JD-16015,43.02,9,1.2,-10.39
CA-2014-110408,10/18/2014,10/20/2014,"Second Class",South,36116,AS-10225,2216.8,14,0,444.69
CA-2015-109939,5/8/2015,5/12/2015,"Standard Class",West,97301,AA-10375,5.25,2,0.2,0.59
CA-2016-112669,4/14/2016,4/14/2016,"Same Day",West,85301,KT-16465,976.51,8,0.4,109.32
CA-2015-119592,12/14/2015,12/16/2015,"Second Class",South,31907,MM-18280,3.76,2,0,1.8
CA-2014-122749,12/3/2014,12/9/2014,"Standard Class",Central,73120,NG-18430,479.96,4,0,134.39
CA-2014-164721,11/25/2014,11/27/2014,"Second Class",West,94513,LW-16825,371.52,13,0,115.87
CA-2016-147417,7/25/2016,7/27/2016,"First Class",East,43229,CB-12415,1439.98,4,0.4,192
CA-2015-127509,11/9/2015,11/13/2015,"Standard Class",Central,65807,AS-10090,1085.16,16,0,243.86
CA-2017-111374,2/24/2017,2/28/2017,"Standard Class",East,19134,CB-12415,4.96,4,0.7,-3.8
CA-2017-133648,6/25/2017,7/2/2017,"Standard Class",West,97477,ML-17755,87.69,11,0.6,25.26
US-2017-147221,12/2/2017,12/4/2017,"Second Class",Central,77036,JS-16030,303.37,9,1.4,-769.73
CA-2014-131905,2/6/2014,2/9/2014,"First Class",South,23320,ND-18460,321.56,10,0,91.25
CA-2017-166128,4/11/2017,4/18/2017,"Standard Class",West,91104,LW-17215,241.81,12,0,36.23
CA-2017-163510,12/25/2017,12/28/2017,"Second Class",South,40214,JW-15955,400.39,8,0,85.71
US-2017-143028,4/11/2017,4/18/2017,"Standard Class",Central,79424,SC-20050,11.36,3,0.8,-17.05
CA-2014-111150,12/31/2014,1/4/2015,"Standard Class",Central,65203,RW-19630,77.21,14,0,27.74
CA-2017-165386,8/3/2017,8/4/2017,"First Class",Central,60623,CM-12190,183.37,2,0.3,-36.67
CA-2014-116407,11/15/2014,11/21/2014,"Standard Class",South,37604,JF-15190,362.18,9,0.6,37.4
CA-2015-155761,12/11/2015,12/11/2015,"Same Day",Central,77041,SC-20800,206.33,5,0.4,40.63
CA-2016-145905,9/18/2016,9/23/2016,"Standard Class",South,36830,AM-10705,1264.14,7,0,207.26
CA-2015-113110,3/19/2015,3/23/2015,"Standard Class",West,92404,BK-11260,105.69,14,0.2,41.58
CA-2016-168354,9/19/2016,9/21/2016,"First Class",East,2908,RH-19510,2528.08,16,0,749.89
US-2017-111241,8/20/2017,8/22/2017,"Second Class",West,93727,GM-14500,239.12,5,0.2,77.71
CA-2015-114237,3/13/2015,3/15/2015,"First Class",West,98103,MC-17275,141.96,2,0,39.75
CA-2016-113516,9/8/2016,9/10/2016,"Second Class",West,93534,VM-21685,100.16,6,0.4,35.06
CA-2015-117961,11/26/2015,11/30/2015,"Standard Class",East,1453,GP-14740,176.89,12,0,60.84
CA-2016-128923,12/9/2016,12/13/2016,"Standard Class",Central,76106,GB-14530,18.72,3,0.4,4.1
CA-2017-162481,9/25/2017,9/29/2017,"Standard Class",Central,55901,CT-11995,278.23,5,0,55.18
CA-2015-119214,1/23/2015,1/27/2015,"Standard Class",West,59715,CW-11905,43.66,5,0,20.81
CA-2015-122287,6/18/2015,6/23/2015,"Standard Class",West,85345,SN-20560,101,17,1.8,15.63
CA-2015-104493,10/2/2015,10/8/2015,"Standard Class",West,92105,EB-13705,57.5,6,0.2,20.13
US-2017-158946,11/18/2017,11/23/2017,"Standard Class",East,44107,JW-15220,38.86,7,0.2,7.77
CA-2014-129168,8/17/2014,8/23/2014,"Standard Class",Central,77095,KB-16585,15.55,3,0.2,5.44
CA-2016-131835,7/17/2016,7/21/2016,"Standard Class",East,8861,MC-17590,815.12,6,0,352.76
CA-2015-142237,7/11/2015,7/13/2015,"First Class",East,19134,CK-12595,676.73,33,2.3,-39.39
CA-2016-136434,12/1/2016,12/7/2016,"Standard Class",Central,47374,RD-19480,17.31,3,0,5.19
CA-2017-120376,12/22/2017,12/25/2017,"First Class",Central,48227,TP-21130,2283.43,15,0,577.13
CA-2014-106439,10/31/2014,11/4/2014,"Standard Class",West,90049,GG-14650,1007.94,45,0.6,122.54
CA-2015-133452,4/13/2015,4/19/2015,"Standard Class",West,91767,ZC-21910,910.79,7,0.2,-27.75
CA-2016-146521,7/21/2016,7/23/2016,"Second Class",East,19134,CC-12610,1.94,1,0.7,-1.29
US-2017-110996,11/20/2017,11/25/2017,"Standard Class",West,91761,KA-16525,283.92,5,0.2,-46.14
CA-2016-129693,11/26/2016,12/2/2016,"Standard Class",West,98105,TC-20980,7.31,2,0.2,2.56
CA-2017-122504,11/7/2017,11/12/2017,"Second Class",West,94513,DB-13270,821.51,10,0.2,80.43
CA-2014-131051,12/1/2014,12/5/2014,"Standard Class",West,94122,TR-21325,58.2,3,0,28.52
CA-2017-140676,9/12/2017,9/15/2017,"First Class",East,21215,BF-11080,225.61,17,0,91.83
CA-2015-120103,12/24/2015,12/29/2015,"Standard Class",West,85023,MS-17365,225.93,11,0.6,50.11
CA-2017-104647,2/23/2017,3/1/2017,"Standard Class",West,90008,CK-12595,37.44,6,0,16.85
CA-2014-110352,11/23/2014,11/29/2014,"Standard Class",Central,77036,ED-13885,23.68,2,0.2,8.88
CA-2016-140501,6/23/2016,6/28/2016,"Standard Class",East,10009,IM-15070,616.16,19,0,174.26
CA-2015-139290,10/26/2015,10/30/2015,"Standard Class",West,91730,MY-17380,5.76,2,0,2.65
CA-2017-166142,7/15/2017,7/19/2017,"Standard Class",East,19805,MM-17260,336.99,6,0.3,-35.77
CA-2014-145926,11/17/2014,11/21/2014,"Standard Class",Central,56560,MP-17470,479.9,5,0,81.58
CA-2015-149678,4/13/2015,4/15/2015,"Second Class",West,87401,AW-10840,12.88,1,0,0.39
US-2015-164357,11/25/2015,11/29/2015,"Standard Class",South,28403,SF-20065,13.12,5,0.2,1.48
US-2016-146570,5/15/2016,5/20/2016,"Standard Class",South,39212,SN-20710,612.14,15,0,268.48
CA-2017-124401,9/7/2017,9/12/2017,"Standard Class",West,97206,RD-19900,317.62,10,0.4,82.84
US-2014-140116,3/10/2014,3/17/2014,"Standard Class",West,80219,KT-16480,719.58,7,0.4,-6.55
CA-2014-123295,7/18/2014,7/18/2014,"Same Day",West,85705,AH-10120,259.14,4,0.2,-25.91
CA-2017-167101,3/24/2017,3/28/2017,"Second Class",East,10009,BM-11650,247.92,6,0,118.22
US-2014-167633,9/30/2014,10/5/2014,"Standard Class",South,33437,BW-11200,15.55,3,0.2,5.44
US-2014-152723,9/26/2014,9/26/2014,"Same Day",Central,75150,HG-14965,0.88,1,0.8,-1.4
CA-2015-164882,10/31/2015,10/31/2015,"Same Day",West,92374,SG-20080,2562.17,26,0.75,349.85
CA-2015-159786,10/12/2015,10/17/2015,"Second Class",East,14609,RK-19300,209.67,1,0.4,-13.98
CA-2017-155460,4/13/2017,4/15/2017,"First Class",West,98105,RW-19630,901.2,6,0.2,304.75
US-2017-168690,1/7/2017,1/13/2017,"Standard Class",South,32174,TS-21085,2.81,3,0.7,-1.97
CA-2017-158246,11/9/2017,11/11/2017,"First Class",West,94086,JB-15400,215.98,3,0.2,-2.7
CA-2017-167381,9/22/2017,9/24/2017,"Second Class",Central,48911,EH-14005,269.68,11,0,54.44
CA-2017-144862,12/1/2017,12/5/2017,"Standard Class",East,19143,EH-14005,167.64,12,0.6,44.77
CA-2014-126032,6/23/2014,6/28/2014,"Standard Class",East,19143,BS-11665,86.38,3,0.2,1.08
CA-2015-134859,10/4/2015,10/9/2015,"Standard Class",East,19134,JK-16120,85.68,7,0.4,13.75
US-2014-114188,5/20/2014,5/22/2014,"Second Class",East,3820,RF-19345,211.66,20,0,81.4
CA-2015-156524,11/20/2015,11/26/2015,"Standard Class",East,10011,DL-12865,19.65,3,0,9.04
CA-2015-122210,11/30/2015,12/4/2015,"Standard Class",East,19134,WB-21850,258.5,14,1.3,-108.95
CA-2015-156377,12/31/2015,1/5/2016,"Standard Class",Central,75051,TB-21625,18.42,9,1.4,-17.29
US-2017-157896,11/16/2017,11/16/2017,"Same Day",East,10009,CB-12415,146.82,3,0,73.41
CA-2014-159520,6/6/2014,6/11/2014,"Standard Class",East,11561,GT-14635,1158.45,14,0.6,-292.19
CA-2016-155481,9/1/2016,9/5/2016,"Standard Class",East,19140,DK-13225,71.16,15,0.8,10.53
US-2016-152051,6/25/2016,6/29/2016,"Standard Class",East,17403,TS-21160,714.5,13,1.2,-96.89
CA-2014-141607,12/12/2014,12/17/2014,"Standard Class",West,94521,WB-21850,43.31,1,0,4.33
CA-2017-102771,3/31/2017,4/5/2017,"Standard Class",East,10035,DO-13435,84.95,5,0,22.09
US-2017-139969,11/19/2017,11/26/2017,"Standard Class",Central,77840,AF-10870,233.06,3,0.3,-53.27
CA-2014-167360,11/24/2014,11/29/2014,"Second Class",Central,63116,RB-19435,111.79,7,0,43.6
CA-2015-123505,11/22/2015,11/26/2015,"Standard Class",East,2169,AR-10540,14.94,3,0,7.02
CA-2016-117282,7/14/2016,7/18/2016,"Standard Class",East,10009,DR-12880,14.16,2,0.2,5.13
US-2016-120460,4/30/2016,5/5/2016,"Standard Class",Central,75081,BF-11170,22.61,3,0.6,-10.17
CA-2016-111115,7/25/2016,7/27/2016,"Second Class",West,90032,LB-16735,21.48,6,0,10.74
CA-2014-124646,6/22/2014,6/24/2014,"First Class",Central,55407,DV-13465,663.75,6,0,9.72
CA-2017-148166,10/21/2017,10/26/2017,"Standard Class",South,32725,NK-18490,17.86,4,0.2,2.01
CA-2016-159737,9/3/2016,9/9/2016,"Standard Class",Central,60610,CS-11950,8.81,3,0.8,-14.97
CA-2016-101938,1/7/2016,1/12/2016,"Standard Class",West,94601,DW-13480,34.58,1,0,10.03
CA-2017-166296,3/13/2017,3/19/2017,"Standard Class",West,95336,KF-16285,314.55,3,0,150.98
CA-2016-154018,10/13/2016,10/19/2016,"Standard Class",Central,78041,HA-14920,362.34,18,2,-133.22
CA-2017-117870,1/27/2017,1/30/2017,"Second Class",East,44240,JH-15820,193.97,9,0.8,-34.24
US-2017-137491,11/19/2017,11/25/2017,"Standard Class",Central,76903,LC-16930,305.31,2,0.3,-8.72
CA-2014-152296,8/1/2014,8/3/2014,"First Class",West,94122,IL-15100,19.75,3,0.2,6.91
CA-2016-112025,7/30/2016,8/4/2016,"Standard Class",Central,77070,LS-16975,9.26,3,0.8,-13.9
CA-2015-132507,7/30/2015,8/3/2015,"Second Class",Central,77041,CC-12610,61.79,4,0.2,6.18
CA-2016-125738,10/15/2016,10/21/2016,"Standard Class",West,84106,PB-18805,147.52,16,0.2,62.91
CA-2016-128818,5/7/2016,5/11/2016,"Standard Class",East,10009,CJ-12010,4750.74,25,0.1,1291.23
CA-2017-124576,8/1/2017,8/4/2017,"Second Class",West,93905,HK-14890,54.9,2,0.2,18.53
CA-2016-101378,7/14/2016,7/14/2016,"Same Day",South,35810,RH-19600,29,2,0,7.25
CA-2017-143063,8/10/2017,8/15/2017,"Standard Class",Central,47201,IL-15100,1645.87,17,0,438.68
CA-2016-118913,6/25/2016,6/29/2016,"Standard Class",West,90049,AS-10240,60.81,3,0,17.03
CA-2016-128412,12/10/2016,12/17/2016,"Standard Class",West,98105,AP-10915,422.66,18,0.2,151.24
CA-2016-136483,12/1/2016,12/6/2016,"Standard Class",South,37918,AG-10390,4.7,2,0.2,0.41
CA-2014-163013,11/28/2014,12/4/2014,"Standard Class",South,36116,BF-11080,14.67,3,0,3.96
CA-2015-135363,3/28/2015,4/2/2015,"Standard Class",East,19120,CK-12205,20.78,4,0.4,7.14
US-2014-165659,6/1/2014,6/6/2014,"Standard Class",South,72209,LT-17110,904.13,13,0,238.4
CA-2015-138002,9/6/2015,9/12/2015,"Standard Class",West,98103,BT-11305,197.92,5,0.2,76.94
CA-2015-128860,6/29/2015,7/5/2015,"Standard Class",East,17602,SC-20725,20.1,1,0.2,1.76
CA-2016-164350,9/10/2016,9/12/2016,"Second Class",South,37620,CG-12040,67.56,3,0.2,8.44
US-2014-103905,7/14/2014,7/20/2014,"Standard Class",Central,60505,AW-10930,68.2,11,1,-42.57
CA-2015-129854,8/22/2015,8/26/2015,"Standard Class",East,10009,RB-19705,16.52,4,0,7.6
CA-2014-125556,11/14/2014,11/16/2014,"Second Class",East,6824,ML-17410,876.73,17,0,254.24
CA-2016-162313,11/27/2016,11/30/2016,"First Class",Central,48146,VB-21745,167.29,6,0.1,29.74
CA-2017-107874,11/21/2017,11/25/2017,"Standard Class",East,10035,SW-20275,27.42,1,0,11.24
CA-2017-129378,10/1/2017,10/2/2017,"First Class",West,95123,NS-18505,413.78,20,0.6,91.35
CA-2014-151953,9/20/2014,9/25/2014,"Standard Class",South,32216,DB-13555,2.82,2,0.2,0.99
CA-2017-130841,7/28/2017,8/1/2017,"Standard Class",West,94110,MH-17620,1170.56,9,0.4,108.05
CA-2015-131884,12/6/2015,12/6/2015,"Same Day",East,43302,DK-13375,594,11,0.9,-108.65
CA-2017-121909,7/31/2017,8/5/2017,"Standard Class",East,19134,EA-14035,54.82,3,0.2,17.82
CA-2016-106383,3/19/2016,3/21/2016,"Second Class",West,80122,BT-11440,72.29,1,0.7,-98.8
CA-2017-130771,7/29/2017,8/3/2017,"Standard Class",Central,78745,LA-16780,127.69,3,0.4,16.07
CA-2016-139157,10/1/2016,10/5/2016,"Standard Class",East,10024,GM-14680,330.59,1,0.4,-115.71
CA-2014-128055,3/31/2014,4/5/2014,"Standard Class",West,94122,AA-10315,726.55,4,0.2,267.42
CA-2017-157091,6/26/2017,7/1/2017,"Standard Class",Central,46350,DB-13405,526.45,5,0,31.59
CA-2017-132122,7/9/2017,7/14/2017,"Standard Class",Central,60610,JH-15820,228.92,5,0.2,14.31
CA-2015-123232,12/14/2015,12/16/2015,"Second Class",West,97206,DJ-13630,319.97,4,0.2,36
CA-2017-104066,12/5/2017,12/10/2017,"Standard Class",East,5408,QJ-19255,205.03,7,0,67.66
CA-2015-145849,9/15/2015,9/17/2015,"Second Class",Central,46203,CT-11995,215.18,10,0,19.72
CA-2016-122322,7/15/2016,7/21/2016,"Standard Class",West,84604,RH-19510,44.4,5,0,12.43
CA-2017-166849,4/20/2017,4/26/2017,"Standard Class",Central,60610,SJ-20125,44.4,2,0.6,-52.17
CA-2016-146633,11/15/2016,11/17/2016,"Second Class",West,90049,TG-21310,1054.93,8,0.4,394.64
US-2016-126893,11/26/2016,12/1/2016,"Standard Class",East,19134,CT-11995,494.98,3,0.4,-115.5
CA-2017-103380,11/21/2017,11/25/2017,"Standard Class",West,91104,BF-11005,739.74,10,0.2,71.97
CA-2015-116092,2/15/2015,2/18/2015,"Second Class",West,90004,JM-16195,627.48,21,0.4,189.98
CA-2016-117849,4/15/2016,4/17/2016,"Second Class",West,92105,JK-16120,143.7,3,0,68.98
CA-2015-169201,9/28/2015,10/1/2015,"First Class",West,94110,HG-14965,86.82,5,0,29.52
CA-2016-164091,9/17/2016,9/22/2016,"Standard Class",East,4401,LA-16780,547.33,5,0,165.29
CA-2017-105214,6/16/2017,6/19/2017,"First Class",West,94122,TS-21610,1212.96,7,0.2,90.97
CA-2015-117611,11/8/2015,11/10/2015,"Second Class",West,92024,MZ-17335,376.97,4,0,69.35
US-2015-137960,12/18/2015,12/18/2015,"Same Day",East,10035,MW-18220,166.24,1,0,24.94
CA-2017-122994,2/6/2017,2/9/2017,"First Class",South,22204,MV-17485,359.97,3,0,79.19
CA-2016-131065,11/14/2016,11/16/2016,"Second Class",South,30318,AA-10375,513.52,5,0,121.25
CA-2017-149146,10/12/2017,10/12/2017,"Same Day",South,28110,SM-20320,7.97,2,0.2,2.69
CA-2017-137470,9/17/2017,9/17/2017,"Same Day",West,98115,TP-21415,12.96,2,0,6.35
CA-2017-105480,12/20/2017,12/26/2017,"Standard Class",East,14609,DK-13225,13.46,2,0.2,5.47
CA-2017-164917,12/2/2017,12/7/2017,"Standard Class",South,33180,MK-17905,47.96,5,0.2,4.2
CA-2015-102036,9/21/2015,9/27/2015,"Standard Class",West,98105,CS-12130,199.74,6,0,47.94
CA-2015-142944,3/6/2015,3/11/2015,"Standard Class",West,94122,JL-15850,1555.24,9,0.2,473.75
CA-2014-157882,10/3/2014,10/8/2014,"Second Class",West,90036,AR-10405,265.78,4,0.4,17.35
CA-2014-104283,6/27/2014,7/1/2014,"Standard Class",South,38671,LM-17065,616.14,10,0,76.11
CA-2017-142622,10/30/2017,11/2/2017,"First Class",West,98115,JK-15625,911.82,12,0.4,8.86
CA-2016-132143,9/3/2016,9/5/2016,"First Class",East,6457,FM-14215,48.16,7,0,22.15
CA-2015-153108,3/5/2015,3/9/2015,"Standard Class",Central,47362,SF-20200,84.61,9,0,23.08
CA-2016-112676,5/5/2016,5/8/2016,"First Class",South,37130,PJ-18835,14.35,3,0.2,5.2
CA-2017-165687,11/17/2017,11/23/2017,"Standard Class",South,24153,CS-12355,35.04,2,0,12.26
US-2017-112928,6/1/2017,6/5/2017,"Second Class",East,43615,BB-10990,17.48,5,0.2,1.31
CA-2017-143343,6/10/2017,6/13/2017,"First Class",West,90032,BW-11200,16.4,5,0,4.76
CA-2017-115154,1/8/2017,1/11/2017,"First Class",West,98115,RS-19420,892.98,2,0,80.37
CA-2015-149342,4/20/2015,4/25/2015,"Standard Class",South,31907,TS-21160,300.93,5,0,83.97
CA-2015-130995,11/1/2015,11/6/2015,"Standard Class",East,10009,QJ-19255,4.95,1,0,1.34
CA-2017-127929,12/23/2017,12/27/2017,"Standard Class",East,6457,FM-14215,181.95,3,0,38.21
CA-2015-113145,11/1/2015,11/5/2015,"Standard Class",East,10011,VD-21670,2220.06,21,0,841.94
CA-2014-162362,11/14/2014,11/18/2014,"Standard Class",Central,48640,JL-15505,24.24,7,0,12
CA-2016-106558,1/17/2016,1/21/2016,"Standard Class",South,31907,DL-13495,316,4,0,31.6
CA-2017-157931,9/17/2017,9/22/2017,"Second Class",South,30076,MO-17800,830.24,7,0,238.19
CA-2016-115574,12/23/2016,12/24/2016,"First Class",Central,60623,BP-11185,141.37,2,0.3,-14.14
CA-2015-160794,8/6/2015,8/8/2015,"First Class",Central,77041,MS-17980,27.22,3,0.2,9.87
CA-2017-116225,11/5/2017,11/9/2017,"Standard Class",East,10009,SV-20935,390.75,5,0,171.93
US-2017-120418,6/11/2017,6/12/2017,"First Class",West,85345,BC-11125,668.74,14,1,2.88
CA-2017-122035,7/20/2017,7/25/2017,"Standard Class",Central,57103,EM-13825,1107.68,22,0,329.93
CA-2015-117828,12/23/2015,12/26/2015,"First Class",South,23223,BD-11500,194.32,4,0,56.35
CA-2017-165491,3/20/2017,3/24/2017,"Standard Class",West,98115,HW-14935,265.93,7,0,63.82
CA-2015-109470,12/31/2015,1/3/2016,"Second Class",South,42420,KC-16255,596.48,24,0,278.38
CA-2015-105102,9/15/2015,9/19/2015,"Second Class",East,10035,BM-11575,139.22,6,0.4,37.33
CA-2017-138422,9/23/2017,9/26/2017,"First Class",West,80525,KN-16705,14.35,3,0.2,5.2
US-2015-147739,12/25/2015,12/29/2015,"Standard Class",East,19140,JD-16150,547.14,4,0.2,-68.39
CA-2016-155187,9/24/2016,9/26/2016,"Second Class",West,90004,LA-16780,41.96,2,0,2.94
CA-2017-169285,3/21/2017,3/25/2017,"Standard Class",Central,47905,RW-19690,283.18,6,0,135.98
CA-2014-140886,9/30/2014,10/4/2014,"Standard Class",South,37042,KW-16570,69.22,6,0.2,11.25
CA-2017-152695,12/10/2017,12/10/2017,"Same Day",East,6824,CC-12220,437.65,10,0,128.87
CA-2014-110639,8/23/2014,8/23/2014,"Same Day",East,10009,RH-19495,71.84,8,0,34.94
CA-2014-121727,8/19/2014,8/24/2014,"Standard Class",East,43229,JK-15625,10.72,2,0.2,1.74
CA-2016-137736,11/10/2016,11/15/2016,"Standard Class",South,31088,DC-13285,41.86,7,0,10.46
US-2014-143231,12/31/2014,1/3/2015,"First Class",East,2038,GM-14455,177.17,8,0,50.74
CA-2016-119025,2/22/2016,2/28/2016,"Standard Class",Central,53209,PV-18985,490.32,9,0,137.29
CA-2016-159373,3/13/2016,3/18/2016,"Standard Class",Central,78207,LT-17110,628.94,12,1.3,22.37
CA-2017-109701,12/2/2017,12/3/2017,"Same Day",West,90032,AM-10360,178.89,19,0.4,58.34
CA-2015-111514,8/31/2015,9/2/2015,"First Class",West,94122,SC-20260,1966.56,16,0.55,343.96
US-2014-148838,3/17/2014,3/21/2014,"Standard Class",East,10024,CP-12340,3455.13,25,1.2,-1031.67
CA-2017-136497,4/16/2017,4/20/2017,"Standard Class",East,43229,RF-19840,13.71,5,0.7,-10.05
US-2016-108637,3/13/2016,3/18/2016,"Standard Class",South,22980,AB-10060,334.2,8,0,106.51
CA-2014-102295,11/24/2014,11/26/2014,"Second Class",West,95823,EH-13990,120.71,1,0.2,-18.11
CA-2017-123659,2/10/2017,2/13/2017,"First Class",East,20735,MN-17935,23.12,4,0,11.33
US-2016-129469,9/23/2016,9/27/2016,"Standard Class",East,45014,KL-16555,4.91,2,0.2,0.31
CA-2017-155152,7/7/2017,7/9/2017,"Second Class",East,2886,MP-17965,252,4,0,93.24
CA-2016-159940,7/7/2016,7/11/2016,"Second Class",Central,60505,BF-11020,339.98,20,1.3,-33.09
CA-2017-119669,1/24/2017,1/30/2017,"Standard Class",South,30080,TP-21130,5.67,3,0,0.11
US-2014-164616,8/19/2014,8/21/2014,"Second Class",East,43229,MS-17770,85.96,6,0.9,-57.71
CA-2015-148628,12/6/2015,12/11/2015,"Standard Class",West,91360,KM-16375,32.75,5,0,15.06
CA-2016-118052,5/6/2016,5/10/2016,"Standard Class",East,44052,BE-11455,111.5,11,0.6,28.83
US-2017-117534,3/25/2017,3/26/2017,"First Class",West,93727,CV-12295,1069.13,23,0.6,188.84
CA-2015-145065,12/12/2015,12/15/2015,"First Class",West,92105,DK-13375,32.31,4,0.2,12.48
US-2015-127040,12/6/2015,12/10/2015,"Standard Class",East,10009,SG-20605,1782.17,21,0,162.97
CA-2016-128111,3/17/2016,3/23/2016,"Standard Class",East,2148,CS-12355,39.68,2,0,10.32
CA-2015-137897,11/14/2015,11/19/2015,"Standard Class",East,10035,PJ-18835,134.5,9,0,42.87
CA-2017-169264,8/14/2017,8/16/2017,"Second Class",West,94109,NP-18700,22.44,8,0,7.16
CA-2017-147361,9/9/2017,9/15/2017,"Standard Class",South,29501,SB-20290,685.26,12,0,27.25
CA-2017-145877,4/1/2017,4/4/2017,"Second Class",Central,65807,AS-10090,122.6,11,0,36.9
US-2016-110170,9/27/2016,10/3/2016,"Standard Class",Central,77340,HM-14860,956.66,7,0.32,-225.1
CA-2017-108574,10/7/2017,10/11/2017,"Standard Class",West,90045,MG-18145,1244.65,16,0.2,171.9
CA-2017-144589,1/20/2017,1/25/2017,"Standard Class",West,94122,TM-21010,384.18,8,0.2,138.48
CA-2017-155985,3/23/2017,3/25/2017,"First Class",West,94122,BE-11335,211.84,8,0,76.26
CA-2014-162684,8/1/2014,8/6/2014,"Standard Class",East,19120,AS-10630,5.68,2,0.2,1.92
CA-2015-142041,6/7/2015,6/9/2015,"Second Class",West,90036,EM-13810,7.52,5,0.2,2.63
CA-2014-151295,11/12/2014,11/16/2014,"Standard Class",West,90045,JA-15970,641.02,5,0.2,37.31
CA-2016-156300,12/29/2016,1/2/2017,"Standard Class",Central,53209,TB-21595,754.45,5,0,60.36
CA-2015-146087,7/6/2015,7/11/2015,"Standard Class",East,1040,PP-18955,301.96,2,0,60.39
CA-2017-168655,10/12/2017,10/18/2017,"Standard Class",West,87105,ML-18040,674.87,8,0.2,125.15
CA-2016-107202,5/21/2016,5/28/2016,"Standard Class",West,89431,LC-16930,2396.4,10,0.2,179.73
CA-2017-159597,11/9/2017,11/14/2017,"Standard Class",West,92236,MC-17590,99.99,1,0,44
CA-2016-155551,4/18/2016,4/23/2016,"Standard Class",Central,60126,CR-12580,240.04,5,0.4,-45.69
US-2017-147669,12/25/2017,12/30/2017,"Standard Class",East,45014,SV-20935,484.32,23,1.5,-60.6
CA-2016-169922,6/11/2016,6/17/2016,"Standard Class",Central,76017,MZ-17515,22.16,15,2.2,-24.89
CA-2017-100748,5/13/2017,5/20/2017,"Standard Class",West,94110,RB-19795,58.48,8,0,27.49
CA-2017-129805,12/28/2017,1/2/2018,"Standard Class",West,98103,HM-14860,7.4,2,0,3.03
CA-2014-148586,3/25/2014,4/1/2014,"Standard Class",East,10009,AZ-10750,366.79,7,0.1,65.21
US-2017-112613,5/28/2017,6/1/2017,"Standard Class",Central,77070,JH-15910,54.37,4,0.2,4.08
CA-2015-154746,11/14/2015,11/17/2015,"First Class",South,22153,PJ-18835,860.07,5,0,339.16
CA-2017-140053,7/3/2017,7/10/2017,"Standard Class",West,87401,CA-12265,545.85,9,0,114.63
CA-2014-164210,11/18/2014,11/20/2014,"Second Class",West,80027,PW-19240,181.79,6,0.7,-86.73
CA-2017-139948,7/17/2017,7/22/2017,"Standard Class",South,33614,SW-20455,7.9,2,0.2,2.17
CA-2016-146934,5/22/2016,5/27/2016,"Standard Class",East,7055,AF-10870,1562.09,24,0.3,356.82
CA-2015-100573,9/25/2015,10/1/2015,"Standard Class",West,90004,AM-10705,17.48,2,0,8.22
CA-2016-119165,10/31/2016,11/6/2016,"Standard Class",East,19143,BD-11320,492.84,5,0.3,-14.08
CA-2015-128027,9/14/2015,9/17/2015,"Second Class",South,29406,CM-12385,269.49,3,0,5.39
CA-2016-140207,11/5/2016,11/10/2016,"Standard Class",West,95123,CS-12400,29.12,5,0.2,9.83
CA-2017-140949,3/17/2017,3/22/2017,"Second Class",East,10011,DB-13405,487.49,40,0,137.91
CA-2017-138548,8/15/2017,8/21/2017,"Standard Class",East,7060,JG-15160,97.84,2,0,25.44
CA-2015-142419,7/11/2015,7/13/2015,"Second Class",West,98115,SC-20380,29.97,3,0,13.49
CA-2017-148691,12/3/2017,12/9/2017,"Standard Class",East,10009,CS-12460,238.68,9,0.4,72.99
CA-2017-128755,5/4/2017,5/8/2017,"Standard Class",South,23602,MK-18160,629.86,11,0,189.93
US-2016-135923,1/22/2016,1/28/2016,"Standard Class",South,28314,CM-11935,530.27,16,0.6,-56.9
CA-2016-114972,11/3/2016,11/6/2016,"First Class",West,90032,PF-19225,1489.72,18,0.2,469.92
CA-2017-102750,9/4/2017,9/8/2017,"Second Class",West,90036,GM-14695,1322.35,3,0.2,-99.18
CA-2014-145212,9/13/2014,9/19/2014,"Standard Class",East,10011,DC-12850,5.46,3,0,1.47
CA-2017-141992,6/19/2017,6/25/2017,"Standard Class",Central,75220,FO-14305,164.77,3,0.4,-31.8
